MainID,NAME,STATE_NAME
2053,Clinton County,Ohio
2054,Columbiana County,Ohio
2055,Coshocton County,Ohio
2056,Crawford County,Ohio
2057,Cuyahoga County,Ohio
2058,Darke County,Ohio
2059,Defiance County,Ohio
2060,Delaware County,Ohio
2061,Erie County,Ohio
2062,Fairfield County,Ohio
2063,Fayette County,Ohio
2064,Franklin County,Ohio
2065,Fulton County,Ohio
2066,Gallia County,Ohio
2067,Geauga County,Ohio
2068,Greene County,Ohio
2069,Guernsey County,Ohio
2070,Hamilton County,Ohio
2071,Hancock County,Ohio
2072,Hardin County,Ohio
2073,Harrison County,Ohio
2074,Henry County,Ohio
2075,Highland County,Ohio
2076,Hocking County,Ohio
2077,Holmes County,Ohio
2078,Huron County,Ohio
2079,Jackson County,Ohio
2080,Jefferson County,Ohio
2081,Knox County,Ohio
2082,Lake County,Ohio
2083,Lawrence County,Ohio
2084,Licking County,Ohio
2085,Logan County,Ohio
2086,Lorain County,Ohio
2087,Lucas County,Ohio
2088,Madison County,Ohio
2089,Mahoning County,Ohio
2090,Marion County,Ohio
2091,Medina County,Ohio
2092,Meigs County,Ohio
2093,Mercer County,Ohio
2094,Miami County,Ohio
2095,Monroe County,Ohio
2096,Montgomery County,Ohio
2097,Morgan County,Ohio
2098,Morrow County,Ohio
2099,Muskingum County,Ohio
2100,Noble County,Ohio
2101,Ottawa County,Ohio
2102,Paulding County,Ohio
2103,Perry County,Ohio
2104,Pickaway County,Ohio
2105,Pike County,Ohio
2106,Portage County,Ohio
2107,Preble County,Ohio
2108,Putnam County,Ohio
2109,Richland County,Ohio
2110,Ross County,Ohio
2111,Sandusky County,Ohio
2112,Scioto County,Ohio
2113,Seneca County,Ohio
2114,Shelby County,Ohio
2115,Stark County,Ohio
2116,Summit County,Ohio
2117,Trumbull County,Ohio
2118,Tuscarawas County,Ohio
2119,Union County,Ohio
2120,Van Wert County,Ohio
2121,Vinton County,Ohio
2122,Warren County,Ohio
2123,Washington County,Ohio
2124,Wayne County,Ohio
2125,Williams County,Ohio
2126,Wood County,Ohio
2127,Wyandot County,Ohio
2128,Adair County,Oklahoma
2129,Alfalfa County,Oklahoma
2130,Atoka County,Oklahoma
2131,Beaver County,Oklahoma
2132,Beckham County,Oklahoma
2133,Blaine County,Oklahoma
2134,Bryan County,Oklahoma
2135,Caddo County,Oklahoma
2136,Canadian County,Oklahoma
2137,Carter County,Oklahoma
2138,Cherokee County,Oklahoma
2139,Choctaw County,Oklahoma
2140,Cimarron County,Oklahoma
2141,Cleveland County,Oklahoma
2142,Coal County,Oklahoma
2143,Comanche County,Oklahoma
2144,Cotton County,Oklahoma
2145,Craig County,Oklahoma
2146,Creek County,Oklahoma
2147,Custer County,Oklahoma
2148,Delaware County,Oklahoma
2149,Dewey County,Oklahoma
2150,Ellis County,Oklahoma
2151,Garfield County,Oklahoma
2152,Garvin County,Oklahoma
2153,Grady County,Oklahoma
2154,Grant County,Oklahoma
2155,Greer County,Oklahoma
2156,Harmon County,Oklahoma
2157,Harper County,Oklahoma
2158,Haskell County,Oklahoma
2159,Hughes County,Oklahoma
2160,Jackson County,Oklahoma
2161,Jefferson County,Oklahoma
2162,Johnston County,Oklahoma
2163,Kay County,Oklahoma
2164,Kingfisher County,Oklahoma
2165,Kiowa County,Oklahoma
2166,Latimer County,Oklahoma
2167,Le Flore County,Oklahoma
2168,Lincoln County,Oklahoma
2169,Logan County,Oklahoma
2170,Love County,Oklahoma
2171,McClain County,Oklahoma
2172,McCurtain County,Oklahoma
2173,McIntosh County,Oklahoma
2174,Major County,Oklahoma
2175,Marshall County,Oklahoma
2176,Mayes County,Oklahoma
2177,Murray County,Oklahoma
2178,Muskogee County,Oklahoma
2179,Noble County,Oklahoma
2180,Nowata County,Oklahoma
2181,Okfuskee County,Oklahoma
2182,Oklahoma County,Oklahoma
2183,Okmulgee County,Oklahoma
2184,Osage County,Oklahoma
2185,Ottawa County,Oklahoma
2186,Pawnee County,Oklahoma
2187,Payne County,Oklahoma
2188,Pittsburg County,Oklahoma
2189,Pontotoc County,Oklahoma
2190,Pottawatomie County,Oklahoma
2191,Pushmataha County,Oklahoma
2192,Roger Mills County,Oklahoma
2193,Rogers County,Oklahoma
2194,Seminole County,Oklahoma
2195,Sequoyah County,Oklahoma
2196,Stephens County,Oklahoma
2197,Texas County,Oklahoma
2198,Tillman County,Oklahoma
2199,Tulsa County,Oklahoma
2200,Wagoner County,Oklahoma
2201,Washington County,Oklahoma
2202,Washita County,Oklahoma
2203,Woods County,Oklahoma
2204,Woodward County,Oklahoma
2205,Baker County,Oregon
2206,Benton County,Oregon
2207,Clackamas County,Oregon
2208,Clatsop County,Oregon
2209,Columbia County,Oregon
2210,Coos County,Oregon
2211,Crook County,Oregon
2212,Curry County,Oregon
2213,Deschutes County,Oregon
2214,Douglas County,Oregon
2215,Gilliam County,Oregon
2216,Grant County,Oregon
2217,Harney County,Oregon
2218,Hood River County,Oregon
2219,Jackson County,Oregon
2220,Jefferson County,Oregon
2221,Josephine County,Oregon
2222,Klamath County,Oregon
2223,Lake County,Oregon
2224,Lane County,Oregon
2225,Lincoln County,Oregon
2226,Linn County,Oregon
2227,Malheur County,Oregon
2228,Marion County,Oregon
2229,Morrow County,Oregon
2230,Multnomah County,Oregon
2231,Polk County,Oregon
2232,Sherman County,Oregon
2233,Tillamook County,Oregon
2234,Umatilla County,Oregon
2235,Union County,Oregon
2236,Wallowa County,Oregon
2237,Wasco County,Oregon
2238,Washington County,Oregon
2239,Wheeler County,Oregon
2240,Yamhill County,Oregon
2241,Adams County,Pennsylvania
2242,Allegheny County,Pennsylvania
2243,Armstrong County,Pennsylvania
2244,Beaver County,Pennsylvania
2245,Bedford County,Pennsylvania
2246,Berks County,Pennsylvania
2247,Blair County,Pennsylvania
2248,Bradford County,Pennsylvania
2249,Bucks County,Pennsylvania
2250,Butler County,Pennsylvania
2251,Cambria County,Pennsylvania
2252,Cameron County,Pennsylvania
2253,Carbon County,Pennsylvania
2254,Centre County,Pennsylvania
2255,Chester County,Pennsylvania
2256,Clarion County,Pennsylvania
2257,Clearfield County,Pennsylvania
2258,Clinton County,Pennsylvania
2259,Columbia County,Pennsylvania
2260,Crawford County,Pennsylvania
2261,Cumberland County,Pennsylvania
2262,Dauphin County,Pennsylvania
2263,Delaware County,Pennsylvania
2264,Elk County,Pennsylvania
2265,Erie County,Pennsylvania
2266,Fayette County,Pennsylvania
2267,Forest County,Pennsylvania
2268,Franklin County,Pennsylvania
2269,Fulton County,Pennsylvania
2270,Greene County,Pennsylvania
2271,Huntingdon County,Pennsylvania
2272,Indiana County,Pennsylvania
2273,Jefferson County,Pennsylvania
2274,Juniata County,Pennsylvania
2275,Lackawanna County,Pennsylvania
2276,Lancaster County,Pennsylvania
2277,Lawrence County,Pennsylvania
2278,Lebanon County,Pennsylvania
2279,Lehigh County,Pennsylvania
2280,Luzerne County,Pennsylvania
2281,Lycoming County,Pennsylvania
2282,McKean County,Pennsylvania
2283,Mercer County,Pennsylvania
2284,Mifflin County,Pennsylvania
2285,Monroe County,Pennsylvania
2286,Montgomery County,Pennsylvania
2287,Montour County,Pennsylvania
2288,Northampton County,Pennsylvania
2289,Northumberland County,Pennsylvania
2290,Perry County,Pennsylvania
2291,Philadelphia County,Pennsylvania
2292,Pike County,Pennsylvania
2293,Potter County,Pennsylvania
2294,Schuylkill County,Pennsylvania
2295,Snyder County,Pennsylvania
2296,Somerset County,Pennsylvania
2297,Sullivan County,Pennsylvania
2298,Susquehanna County,Pennsylvania
2299,Tioga County,Pennsylvania
2300,Union County,Pennsylvania
2301,Venango County,Pennsylvania
2302,Warren County,Pennsylvania
2303,Washington County,Pennsylvania
2304,Wayne County,Pennsylvania
2305,Westmoreland County,Pennsylvania
2306,Wyoming County,Pennsylvania
2307,York County,Pennsylvania
2308,Bristol County,Rhode Island
2309,Kent County,Rhode Island
2310,Newport County,Rhode Island
2311,Providence County,Rhode Island
2312,Washington County,Rhode Island
2313,Abbeville County,South Carolina
2314,Aiken County,South Carolina
2315,Allendale County,South Carolina
2316,Anderson County,South Carolina
2317,Bamberg County,South Carolina
2318,Barnwell County,South Carolina
2319,Beaufort County,South Carolina
2320,Berkeley County,South Carolina
2321,Calhoun County,South Carolina
2322,Charleston County,South Carolina
2323,Cherokee County,South Carolina
2324,Chester County,South Carolina
2325,Chesterfield County,South Carolina
2326,Clarendon County,South Carolina
2327,Colleton County,South Carolina
2328,Darlington County,South Carolina
2329,Dillon County,South Carolina
2330,Dorchester County,South Carolina
2331,Edgefield County,South Carolina
2332,Fairfield County,South Carolina
2333,Florence County,South Carolina
2334,Georgetown County,South Carolina
2335,Greenville County,South Carolina
2336,Greenwood County,South Carolina
2337,Hampton County,South Carolina
2338,Horry County,South Carolina
2339,Jasper County,South Carolina
2340,Kershaw County,South Carolina
2341,Lancaster County,South Carolina
2342,Laurens County,South Carolina
2343,Lee County,South Carolina
2344,Lexington County,South Carolina
2345,McCormick County,South Carolina
2346,Marion County,South Carolina
2347,Marlboro County,South Carolina
2348,Newberry County,South Carolina
2349,Oconee County,South Carolina
2350,Orangeburg County,South Carolina
2351,Pickens County,South Carolina
2352,Richland County,South Carolina
2353,Saluda County,South Carolina
2354,Spartanburg County,South Carolina
2355,Sumter County,South Carolina
2356,Union County,South Carolina
2357,Williamsburg County,South Carolina
2358,York County,South Carolina
2359,Aurora County,South Dakota
2360,Beadle County,South Dakota
2361,Bennett County,South Dakota
2362,Bon Homme County,South Dakota
2363,Brookings County,South Dakota
2364,Brown County,South Dakota
2365,Brule County,South Dakota
2366,Buffalo County,South Dakota
2367,Butte County,South Dakota
2368,Campbell County,South Dakota
2369,Charles Mix County,South Dakota
2370,Clark County,South Dakota
2371,Clay County,South Dakota
2372,Codington County,South Dakota
2373,Corson County,South Dakota
2374,Custer County,South Dakota
2375,Davison County,South Dakota
2376,Day County,South Dakota
2377,Deuel County,South Dakota
2378,Dewey County,South Dakota
2379,Douglas County,South Dakota
2380,Edmunds County,South Dakota
2381,Fall River County,South Dakota
2382,Faulk County,South Dakota
2383,Grant County,South Dakota
2384,Gregory County,South Dakota
2385,Haakon County,South Dakota
2386,Hamlin County,South Dakota
2387,Hand County,South Dakota
2388,Hanson County,South Dakota
2389,Harding County,South Dakota
2390,Hughes County,South Dakota
2391,Hutchinson County,South Dakota
2392,Hyde County,South Dakota
2393,Jackson County,South Dakota
2394,Jerauld County,South Dakota
2395,Jones County,South Dakota
2396,Kingsbury County,South Dakota
2397,Lake County,South Dakota
2398,Lawrence County,South Dakota
2399,Lincoln County,South Dakota
2400,Lyman County,South Dakota
2401,McCook County,South Dakota
2402,McPherson County,South Dakota
2403,Marshall County,South Dakota
2404,Meade County,South Dakota
2405,Mellette County,South Dakota
2406,Miner County,South Dakota
2407,Minnehaha County,South Dakota
2408,Moody County,South Dakota
2409,Oglala Lakota County,South Dakota
2410,Pennington County,South Dakota
2411,Perkins County,South Dakota
2412,Potter County,South Dakota
2413,Roberts County,South Dakota
2414,Sanborn County,South Dakota
2415,Spink County,South Dakota
2416,Stanley County,South Dakota
2417,Sully County,South Dakota
2418,Todd County,South Dakota
2419,Tripp County,South Dakota
2420,Turner County,South Dakota
2421,Union County,South Dakota
2422,Walworth County,South Dakota
2423,Yankton County,South Dakota
2424,Ziebach County,South Dakota
2425,Anderson County,Tennessee
2426,Bedford County,Tennessee
2427,Benton County,Tennessee
2428,Bledsoe County,Tennessee
2429,Blount County,Tennessee
2430,Bradley County,Tennessee
2431,Campbell County,Tennessee
2432,Cannon County,Tennessee
2433,Carroll County,Tennessee
2434,Carter County,Tennessee
2435,Cheatham County,Tennessee
2436,Chester County,Tennessee
2437,Claiborne County,Tennessee
2438,Clay County,Tennessee
2439,Cocke County,Tennessee
2440,Coffee County,Tennessee
2441,Crockett County,Tennessee
2442,Cumberland County,Tennessee
2443,Davidson County,Tennessee
2444,Decatur County,Tennessee
2445,DeKalb County,Tennessee
2446,Dickson County,Tennessee
2447,Dyer County,Tennessee
2448,Fayette County,Tennessee
2449,Fentress County,Tennessee
2450,Franklin County,Tennessee
2451,Gibson County,Tennessee
2452,Giles County,Tennessee
2453,Grainger County,Tennessee
2454,Greene County,Tennessee
2455,Grundy County,Tennessee
2456,Hamblen County,Tennessee
2457,Hamilton County,Tennessee
2458,Hancock County,Tennessee
2459,Hardeman County,Tennessee
2460,Hardin County,Tennessee
2461,Hawkins County,Tennessee
2462,Haywood County,Tennessee
2463,Henderson County,Tennessee
2464,Henry County,Tennessee
2465,Hickman County,Tennessee
2466,Houston County,Tennessee
2467,Humphreys County,Tennessee
2468,Jackson County,Tennessee
2469,Jefferson County,Tennessee
2470,Johnson County,Tennessee
2471,Knox County,Tennessee
2472,Lake County,Tennessee
2473,Lauderdale County,Tennessee
2474,Lawrence County,Tennessee
2475,Lewis County,Tennessee
2476,Lincoln County,Tennessee
2477,Loudon County,Tennessee
2478,McMinn County,Tennessee
2479,McNairy County,Tennessee
2480,Macon County,Tennessee
2481,Madison County,Tennessee
2482,Marion County,Tennessee
2483,Marshall County,Tennessee
2484,Maury County,Tennessee
2485,Meigs County,Tennessee
2486,Monroe County,Tennessee
2487,Montgomery County,Tennessee
2488,Moore County,Tennessee
2489,Morgan County,Tennessee
2490,Obion County,Tennessee
2491,Overton County,Tennessee
2492,Perry County,Tennessee
2493,Pickett County,Tennessee
2494,Polk County,Tennessee
2495,Putnam County,Tennessee
2496,Rhea County,Tennessee
2497,Roane County,Tennessee
2498,Robertson County,Tennessee
2499,Rutherford County,Tennessee
2500,Scott County,Tennessee
2501,Sequatchie County,Tennessee
2502,Sevier County,Tennessee
2503,Shelby County,Tennessee
2504,Smith County,Tennessee
2505,Stewart County,Tennessee
2506,Sullivan County,Tennessee
2507,Sumner County,Tennessee
2508,Tipton County,Tennessee
2509,Trousdale County,Tennessee
2510,Unicoi County,Tennessee
2511,Union County,Tennessee
2512,Van Buren County,Tennessee
2513,Warren County,Tennessee
2514,Washington County,Tennessee
2515,Wayne County,Tennessee
2516,Weakley County,Tennessee
2517,White County,Tennessee
2518,Williamson County,Tennessee
2519,Wilson County,Tennessee
2520,Anderson County,Texas
2521,Andrews County,Texas
2522,Angelina County,Texas
2523,Aransas County,Texas
2524,Archer County,Texas
2525,Armstrong County,Texas
2526,Atascosa County,Texas
2527,Austin County,Texas
2528,Bailey County,Texas
2529,Bandera County,Texas
2530,Bastrop County,Texas
2531,Baylor County,Texas
2532,Bee County,Texas
2533,Bell County,Texas
2534,Bexar County,Texas
2535,Blanco County,Texas
2536,Borden County,Texas
2537,Bosque County,Texas
2538,Bowie County,Texas
2539,Brazoria County,Texas
2540,Brazos County,Texas
2541,Brewster County,Texas
2542,Briscoe County,Texas
2543,Brooks County,Texas
2544,Brown County,Texas
2545,Burleson County,Texas
2546,Burnet County,Texas
2547,Caldwell County,Texas
2548,Calhoun County,Texas
2549,Callahan County,Texas
2550,Cameron County,Texas
2551,Camp County,Texas
2552,Carson County,Texas
2553,Cass County,Texas
2554,Castro County,Texas
2555,Chambers County,Texas
2556,Cherokee County,Texas
2557,Childress County,Texas
2558,Clay County,Texas
2559,Cochran County,Texas
2560,Coke County,Texas
2561,Coleman County,Texas
2562,Collin County,Texas
2563,Collingsworth County,Texas
2564,Colorado County,Texas
2565,Comal County,Texas
2566,Comanche County,Texas
2567,Concho County,Texas
2568,Cooke County,Texas
2569,Coryell County,Texas
2570,Cottle County,Texas
2571,Crane County,Texas
2572,Crockett County,Texas
2573,Crosby County,Texas
2574,Culberson County,Texas
2575,Dallam County,Texas
2576,Dallas County,Texas
2577,Dawson County,Texas
2578,Deaf Smith County,Texas
2579,Delta County,Texas
2580,Denton County,Texas
2581,DeWitt County,Texas
2582,Dickens County,Texas
2583,Dimmit County,Texas
2584,Donley County,Texas
2585,Duval County,Texas
2586,Eastland County,Texas
2587,Ector County,Texas
2588,Edwards County,Texas
2589,Ellis County,Texas
2590,El Paso County,Texas
2591,Erath County,Texas
2592,Falls County,Texas
2593,Fannin County,Texas
2594,Fayette County,Texas
2595,Fisher County,Texas
2596,Floyd County,Texas
2597,Foard County,Texas
2598,Fort Bend County,Texas
2599,Franklin County,Texas
2600,Freestone County,Texas
2601,Frio County,Texas
2602,Gaines County,Texas
2603,Galveston County,Texas
2604,Garza County,Texas
2605,Gillespie County,Texas
2606,Glasscock County,Texas
2607,Goliad County,Texas
2608,Gonzales County,Texas
2609,Gray County,Texas
2610,Grayson County,Texas
2611,Gregg County,Texas
2612,Grimes County,Texas
2613,Guadalupe County,Texas
2614,Hale County,Texas
2615,Hall County,Texas
2616,Hamilton County,Texas
2617,Hansford County,Texas
2618,Hardeman County,Texas
2619,Hardin County,Texas
2620,Harris County,Texas
2621,Harrison County,Texas
2622,Hartley County,Texas
2623,Haskell County,Texas
2624,Hays County,Texas
2625,Hemphill County,Texas
2626,Henderson County,Texas
2627,Hidalgo County,Texas
2628,Hill County,Texas
2629,Hockley County,Texas
2630,Hood County,Texas
2631,Hopkins County,Texas
2632,Houston County,Texas
2633,Howard County,Texas
2634,Hudspeth County,Texas
2635,Hunt County,Texas
2636,Hutchinson County,Texas
2637,Irion County,Texas
2638,Jack County,Texas
2639,Jackson County,Texas
2640,Jasper County,Texas
2641,Jeff Davis County,Texas
2642,Jefferson County,Texas
2643,Jim Hogg County,Texas
2644,Jim Wells County,Texas
2645,Johnson County,Texas
2646,Jones County,Texas
2647,Karnes County,Texas
2648,Kaufman County,Texas
2649,Kendall County,Texas
2650,Kenedy County,Texas
2651,Kent County,Texas
2652,Kerr County,Texas
2653,Kimble County,Texas
2654,King County,Texas
2655,Kinney County,Texas
2656,Kleberg County,Texas
2657,Knox County,Texas
2658,Lamar County,Texas
2659,Lamb County,Texas
2660,Lampasas County,Texas
2661,La Salle County,Texas
2662,Lavaca County,Texas
2663,Lee County,Texas
2664,Leon County,Texas
2665,Liberty County,Texas
2666,Limestone County,Texas
2667,Lipscomb County,Texas
2668,Live Oak County,Texas
2669,Llano County,Texas
2670,Loving County,Texas
2671,Lubbock County,Texas
2672,Lynn County,Texas
2673,McCulloch County,Texas
2674,McLennan County,Texas
2675,McMullen County,Texas
2676,Madison County,Texas
2677,Marion County,Texas
2678,Martin County,Texas
2679,Mason County,Texas
2680,Matagorda County,Texas
2681,Maverick County,Texas
2682,Medina County,Texas
2683,Menard County,Texas
2684,Midland County,Texas
2685,Milam County,Texas
2686,Mills County,Texas
2687,Mitchell County,Texas
2688,Montague County,Texas
2689,Montgomery County,Texas
2690,Moore County,Texas
2691,Morris County,Texas
2692,Motley County,Texas
2693,Nacogdoches County,Texas
2694,Navarro County,Texas
2695,Newton County,Texas
2696,Nolan County,Texas
2697,Nueces County,Texas
2698,Ochiltree County,Texas
2699,Oldham County,Texas
2700,Orange County,Texas
2701,Palo Pinto County,Texas
2702,Panola County,Texas
2703,Parker County,Texas
2704,Parmer County,Texas
2705,Pecos County,Texas
2706,Polk County,Texas
2707,Potter County,Texas
2708,Presidio County,Texas
2709,Rains County,Texas
2710,Randall County,Texas
2711,Reagan County,Texas
2712,Real County,Texas
2713,Red River County,Texas
2714,Reeves County,Texas
2715,Refugio County,Texas
2716,Roberts County,Texas
2717,Robertson County,Texas
2718,Rockwall County,Texas
2719,Runnels County,Texas
2720,Rusk County,Texas
2721,Sabine County,Texas
2722,San Augustine County,Texas
2723,San Jacinto County,Texas
2724,San Patricio County,Texas
2725,San Saba County,Texas
2726,Schleicher County,Texas
2727,Scurry County,Texas
2728,Shackelford County,Texas
2729,Shelby County,Texas
2730,Sherman County,Texas
2731,Smith County,Texas
2732,Somervell County,Texas
2733,Starr County,Texas
2734,Stephens County,Texas
2735,Sterling County,Texas
2736,Stonewall County,Texas
2737,Sutton County,Texas
2738,Swisher County,Texas
2739,Tarrant County,Texas
2740,Taylor County,Texas
2741,Terrell County,Texas
2742,Terry County,Texas
2743,Throckmorton County,Texas
2744,Titus County,Texas
2745,Tom Green County,Texas
2746,Travis County,Texas
2747,Trinity County,Texas
2748,Tyler County,Texas
2749,Upshur County,Texas
2750,Upton County,Texas
2751,Uvalde County,Texas
2752,Val Verde County,Texas
2753,Van Zandt County,Texas
2754,Victoria County,Texas
2755,Walker County,Texas
2756,Waller County,Texas
2757,Ward County,Texas
2758,Washington County,Texas
2759,Webb County,Texas
2760,Wharton County,Texas
2761,Wheeler County,Texas
2762,Wichita County,Texas
2763,Wilbarger County,Texas
2764,Willacy County,Texas
2765,Williamson County,Texas
2766,Wilson County,Texas
2767,Winkler County,Texas
2768,Wise County,Texas
2769,Wood County,Texas
2770,Yoakum County,Texas
2771,Young County,Texas
2772,Zapata County,Texas
2773,Zavala County,Texas
2774,Beaver County,Utah
2775,Box Elder County,Utah
2776,Cache County,Utah
2777,Carbon County,Utah
2778,Daggett County,Utah
2779,Davis County,Utah
2780,Duchesne County,Utah
2781,Emery County,Utah
2782,Garfield County,Utah
2783,Grand County,Utah
2784,Iron County,Utah
2785,Juab County,Utah
2786,Kane County,Utah
2787,Millard County,Utah
2788,Morgan County,Utah
2789,Piute County,Utah
2790,Rich County,Utah
2791,Salt Lake County,Utah
2792,San Juan County,Utah
2793,Sanpete County,Utah
2794,Sevier County,Utah
2795,Summit County,Utah
2796,Tooele County,Utah
2797,Uintah County,Utah
2798,Utah County,Utah
2799,Wasatch County,Utah
2800,Washington County,Utah
2801,Wayne County,Utah
2802,Weber County,Utah
2803,Addison County,Vermont
2804,Bennington County,Vermont
2805,Caledonia County,Vermont
2806,Chittenden County,Vermont
2807,Essex County,Vermont
2808,Franklin County,Vermont
2809,Grand Isle County,Vermont
2810,Lamoille County,Vermont
2811,Orange County,Vermont
2812,Orleans County,Vermont
2813,Rutland County,Vermont
2814,Washington County,Vermont
2815,Windham County,Vermont
2816,Windsor County,Vermont
2817,Accomack County,Virginia
2818,Albemarle County,Virginia
2819,Alleghany County,Virginia
2820,Amelia County,Virginia
2821,Amherst County,Virginia
2822,Appomattox County,Virginia
2823,Arlington County,Virginia
2824,Augusta County,Virginia
2825,Bath County,Virginia
2826,Bedford County,Virginia
2827,Bland County,Virginia
2828,Botetourt County,Virginia
2829,Brunswick County,Virginia
2830,Buchanan County,Virginia
2831,Buckingham County,Virginia
2832,Campbell County,Virginia
2833,Caroline County,Virginia
2834,Carroll County,Virginia
2835,Charles City County,Virginia
2836,Charlotte County,Virginia
2837,Chesterfield County,Virginia
2838,Clarke County,Virginia
2839,Craig County,Virginia
2840,Culpeper County,Virginia
2841,Cumberland County,Virginia
2842,Dickenson County,Virginia
2843,Dinwiddie County,Virginia
2844,Essex County,Virginia
2845,Fairfax County,Virginia
2846,Fauquier County,Virginia
2847,Floyd County,Virginia
2848,Fluvanna County,Virginia
2849,Franklin County,Virginia
2850,Frederick County,Virginia
2851,Giles County,Virginia
2852,Gloucester County,Virginia
2853,Goochland County,Virginia
2854,Grayson County,Virginia
2855,Greene County,Virginia
2856,Greensville County,Virginia
2857,Halifax County,Virginia
2858,Hanover County,Virginia
2859,Henrico County,Virginia
2860,Henry County,Virginia
2861,Highland County,Virginia
2862,Isle of Wight County,Virginia
2863,James City County,Virginia
2864,King and Queen County,Virginia
2865,King George County,Virginia
2866,King William County,Virginia
2867,Lancaster County,Virginia
2868,Lee County,Virginia
2869,Loudoun County,Virginia
2870,Louisa County,Virginia
2871,Lunenburg County,Virginia
2872,Madison County,Virginia
2873,Mathews County,Virginia
2874,Mecklenburg County,Virginia
2875,Middlesex County,Virginia
2876,Montgomery County,Virginia
2877,Nelson County,Virginia
2878,New Kent County,Virginia
2879,Northampton County,Virginia
2880,Northumberland County,Virginia
2881,Nottoway County,Virginia
2882,Orange County,Virginia
2883,Page County,Virginia
2884,Patrick County,Virginia
2885,Pittsylvania County,Virginia
2886,Powhatan County,Virginia
2887,Prince Edward County,Virginia
2888,Prince George County,Virginia
2889,Prince William County,Virginia
2890,Pulaski County,Virginia
2891,Rappahannock County,Virginia
2892,Richmond County,Virginia
2893,Roanoke County,Virginia
2894,Rockbridge County,Virginia
2895,Rockingham County,Virginia
2896,Russell County,Virginia
2897,Scott County,Virginia
2898,Shenandoah County,Virginia
2899,Smyth County,Virginia
2900,Southampton County,Virginia
2901,Spotsylvania County,Virginia
2902,Stafford County,Virginia
2903,Surry County,Virginia
2904,Sussex County,Virginia
2905,Tazewell County,Virginia
2906,Warren County,Virginia
2907,Washington County,Virginia
2908,Westmoreland County,Virginia
2909,Wise County,Virginia
2910,Wythe County,Virginia
2911,York County,Virginia
2912,Alexandria city,Virginia
2913,Bristol city,Virginia
2914,Buena Vista city,Virginia
2915,Charlottesville city,Virginia
2916,Chesapeake city,Virginia
2917,Colonial Heights city,Virginia
2918,Covington city,Virginia
2919,Danville city,Virginia
2920,Emporia city,Virginia
2921,Fairfax city,Virginia
2922,Falls Church city,Virginia
2923,Franklin city,Virginia
2924,Fredericksburg city,Virginia
2925,Galax city,Virginia
2926,Hampton city,Virginia
2927,Harrisonburg city,Virginia
2928,Hopewell city,Virginia
2929,Lexington city,Virginia
2930,Lynchburg city,Virginia
2931,Manassas city,Virginia
2932,Manassas Park city,Virginia
2933,Martinsville city,Virginia
2934,Newport News city,Virginia
2935,Norfolk city,Virginia
2936,Norton city,Virginia
2937,Petersburg city,Virginia
2938,Poquoson city,Virginia
2939,Portsmouth city,Virginia
2940,Radford city,Virginia
2941,Richmond city,Virginia
2942,Roanoke city,Virginia
2943,Salem city,Virginia
2944,Staunton city,Virginia
2945,Suffolk city,Virginia
2946,Virginia Beach city,Virginia
2947,Waynesboro city,Virginia
2948,Williamsburg city,Virginia
2949,Winchester city,Virginia
2950,Adams County,Washington
2951,Asotin County,Washington
2952,Benton County,Washington
2953,Chelan County,Washington
2954,Clallam County,Washington
2955,Clark County,Washington
2956,Columbia County,Washington
2957,Cowlitz County,Washington
2958,Douglas County,Washington
2959,Ferry County,Washington
2960,Franklin County,Washington
2961,Garfield County,Washington
2962,Grant County,Washington
2963,Grays Harbor County,Washington
2964,Island County,Washington
2965,Jefferson County,Washington
2966,King County,Washington
2967,Kitsap County,Washington
2968,Kittitas County,Washington
2969,Klickitat County,Washington
2970,Lewis County,Washington
2971,Lincoln County,Washington
2972,Mason County,Washington
2973,Okanogan County,Washington
2974,Pacific County,Washington
2975,Pend Oreille County,Washington
2976,Pierce County,Washington
2977,San Juan County,Washington
2978,Skagit County,Washington
2979,Skamania County,Washington
2980,Snohomish County,Washington
2981,Spokane County,Washington
2982,Stevens County,Washington
2983,Thurston County,Washington
2984,Wahkiakum County,Washington
2985,Walla Walla County,Washington
2986,Whatcom County,Washington
2987,Whitman County,Washington
2988,Yakima County,Washington
2989,Barbour County,West Virginia
2990,Berkeley County,West Virginia
2991,Boone County,West Virginia
2992,Braxton County,West Virginia
2993,Brooke County,West Virginia
2994,Cabell County,West Virginia
2995,Calhoun County,West Virginia
2996,Clay County,West Virginia
2997,Doddridge County,West Virginia
2998,Fayette County,West Virginia
2999,Gilmer County,West Virginia
3000,Grant County,West Virginia
3001,Greenbrier County,West Virginia
3002,Hampshire County,West Virginia
3003,Hancock County,West Virginia
3004,Hardy County,West Virginia
3005,Harrison County,West Virginia
3006,Jackson County,West Virginia
3007,Jefferson County,West Virginia
3008,Kanawha County,West Virginia
3009,Lewis County,West Virginia
3010,Lincoln County,West Virginia
3011,Logan County,West Virginia
3012,McDowell County,West Virginia
3013,Marion County,West Virginia
3014,Marshall County,West Virginia
3015,Mason County,West Virginia
3016,Mercer County,West Virginia
3017,Mineral County,West Virginia
3018,Mingo County,West Virginia
3019,Monongalia County,West Virginia
3020,Monroe County,West Virginia
3021,Morgan County,West Virginia
3022,Nicholas County,West Virginia
3023,Ohio County,West Virginia
3024,Pendleton County,West Virginia
3025,Pleasants County,West Virginia
